9461	7716
6105	2609
5884	3244
5520	3184
4664	8549
6219	7465
685	4496
6015	505
1172	7290
4299	4198
3632	377
2184	4469
3103	360
2243	8992
4088	4390
364	7918
5359	6501
1508	771
5997	4438
4984	6315
1277	9128
2749	1808
2147	2119
1412	2803
1527	6626
5011	1400
8078	5320
1299	5080
2996	3175
9188	5880
3114	2261
6268	1268
5803	5023
9290	9266
8852	916
9728	7007
6069	8363
1353	708
5245	1147
2869	3004
2833	1392
8692	3769
5624	4960
4639	5382
3202	991
7126	2591
1308	517
2378	9481
6897	7531
6008	5516
3051	9286
9624	1596
6842	5912
8447	9911
218	2282
6867	747
9796	851
5373	1916
4107	1674
5538	5096
3362	532
9146	7001
8596	1390
8264	7662
3191	5978
8669	5290
5445	5153
6655	810
5678	6019
3116	2105
533	937
4528	5451
4629	1433
1635	9537
6680	3977
8825	9983
8119	1973
6936	9910
4237	9667
4182	5797
6577	2854
3315	9398
1161	9714
4067	5699
9184	3418
8437	3897
1442	3719
7003	6752
1668	2532
2937	7147
6616	5497
2995	7263
9978	5111
4352	2329
5920	8754
2630	3431
7270	5043
4243	6443
1557	7586
529	500
1814	2640
2155	6799
4838	9665
7998	5442
2573	4596
3739	2742
4945	8787
8937	6301
8945	3604
1718	2780
9181	9482
9860	499
6940	1799
8021	3726
9746	6174
5654	8516
152	9179
8882	7746
8226	6224
848	2739
8603	6103
9878	2056
8478	2509
1044	9516
7426	677
9651	209
9164	3940
5067	2656
1077	2449
1191	2321
1184	724
7031	3436
1349	390
4302	3873
6392	4620
4065	1227
391	7657
7098	7083
8031	7303
6603	3580
1028	5236
9198	5081
4119	8765
9308	6756
3403	6582
6270	3676
7235	4059
1426	9185
386	6278
2613	3305
5715	8337
4145	4731
4952	4260
9541	2903
7402	8295
8908	2907
4475	6757
4230	4093
4699	1812
8870	6193
7162	7004
8032	8430
8232	9388
5887	4195
542	5723
9364	2824
8387	8431
6836	3340
8064	6271
3725	11
7384	968
1552	9848
6833	4681
1738	7511
5394	5144
6828	3935
8749	3654
1585	3048
5397	4964
682	4923
9166	8544
4950	5289
9844	2133
520	4041
7785	5531
8793	7187
2695	8016
5974	6240
4631	6038
8494	3326
2269	1643
2991	9464
7265	5247
1250	5748
4178	6844
2069	7400
1431	8627
3033	1385
6388	8469
8991	3331
5351	5551
7575	725
3270	7907
4488	9072
153	1174
2232	3176
6773	7352
237	1986
3442	1490
2999	9079
5342	7841
8449	501
7439	2170
2183	8781
4113	4346
6374	5675
7799	9968
2577	3396
2635	4428
7655	4008
1882	4520
8683	9570
5562	3303
5077	5103
9735	7615
2925	3102
9262	2759
1242	805
2010	3521
1137	5886
3847	1307
7350	1533
6915	8537
8853	6755
1514	5091
5698	4857
175	1408
2856	6565
8406	6730
1627	6239
6293	7451
1290	9170
6010	1485
960	1690
7418	7639
4980	5640
1333	8214
9268	8020
3722	9119
1633	2534
3758	265
4461	4894
5702	8577
3334	1525
4087	6843
8715	1205
3703	3985
9330	6406
7498	2175
8904	7292
5047	229
4105	9271
3625	9131
1265	5087
6256	1127
5296	8655
32	7191
4432	3108
1856	4262
9659	3231
4442	819
6423	2977
7729	8385
1892	2906
8477	2946
8512	4768
8222	4203
182	2879
355	2847
259	1507
8748	2866
5302	8546
9255	4163
9691	7127
7904	1462
2505	5534
8372	380
5361	8086
318	9982
7625	47
245	576
1183	3954
3743	2003
9773	5143
3080	9141
8518	2391
4020	4775
3796	7542
914	7123
3046	6667
1750	6032
6011	6963
417	1870
2474	8717
2233	3065
4526	4109
555	591
141	6064
1466	9555
2060	2314
2042	3132
1279	155
1175	6863
4614	363
5638	9920
8359	9975
5474	5807
9252	3082
9723	235
4516	1056
6598	6063
5853	2902
381	6330
5962	639
2443	7074
6322	4306
3524	6574
8844	2628
160	8957
6928	8703
5850	1118
4874	6653
3606	7524
204	6705
9071	1999
3961	4734
7989	3634
4951	2876
5422	9103
6504	7760
2201	3520
2106	9231
2177	196
6402	2786
8954	2588
188	3812
2767	68
76	4979
1975	8539
525	761
9840	1824
7882	9824
99	127
8394	2580
1948	6517
